
""
"Kontostand vom 05.02.2024:";"10000 EUR"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
1990-01-02;2009-10-16;Abgelehnt;Herr Heinfried Jäntsch MBA.;Klaus Bolander;Provident minima eum minima placeat.;Überweisung;DE10566648812256968385;-966,86;842633519389452770;225708788023575700;033658532669898011
2000-04-07;1987-04-13;Abgelehnt;Manuel Seip;Olivia Schleich;Omnis magnam necessitatibus temporibus dolores similique odio delectus.;Überweisung;DE32420493024792169935;-506,45;516247344061937775;519330715813983159;718315138498502757
1986-01-02;1997-03-08;Erfolgreich;Katharine Möchlichen;Anka Schmidtke;Nesciunt in iusto blanditiis delectus.;Lastschrift;DE23752214275875173561;-581,0;897662347539004548;683523436526684313;256143073238572448
1990-10-27;2002-02-25;Abgelehnt;Dr. Hulda Hein;Herr Hans-Otto Fiebig B.Sc.;Autem architecto nulla facere corporis praesentium odit.;Überweisung;DE28534523844340106185;-919,66;395492708625921000;476640114177740500;171660425167287372
1989-08-05;1994-02-18;Erfolgreich;Amir Junken;Rotraud Conradi-Seifert;Iste illo nisi assumenda.;Überweisung;DE98423316667734801440;-215,97;861355336882786833;113336634157948397;589801091527402632
1985-05-03;2007-08-01;Erfolgreich;Univ.Prof. Frederic van der Dussen;Dr. Nuran Gerlach;Saepe eos iste earum iusto unde.;Überweisung;DE37382864011099886175;-72,57;281782145872584221;103813493878381961;457156441979540917
2016-05-31;1989-08-27;Abgelehnt;Dr. Francis Carsten B.Sc.;Andrzej Schlosser;At numquam ut non doloremque quia libero.;Lastschrift;DE73742336967998384699;517,16;259639910234184528;244269778940026914;983433426806250122
1998-09-21;1973-02-13;Erfolgreich;Frank-Michael Söding;Sophie Zirme;Aperiam debitis provident in officiis laudantium.;Überweisung;DE39787519997956565922;-247,02;205532788624571148;840235011845189978;463078639908841828
1985-10-19;2022-01-17;Abgelehnt;Ing. Gordon Döhn;Else Ruppersberger;Nesciunt dolores voluptatum libero officiis.;Überweisung;DE37840211332916469967;-949,66;837919182916319323;890929325229200147;463204252863525213
2009-09-28;2022-08-24;Erfolgreich;Andres Margraf MBA.;Otmar Hertrampf-Schlosser;Quisquam nisi nesciunt dolorum tempora mollitia sit facere.;Überweisung;DE91619443435935562168;856,5;101962344670379405;225693336488700624;098344513570436310
1994-06-11;1989-03-26;Abgelehnt;Dr. Nelly Wulf;Nick Trupp;Itaque voluptatibus unde harum.;Überweisung;DE32362355260428409005;-329,3;131732567145961977;915689113512989238;956749264078170111
2019-08-10;1994-11-29;Abgelehnt;Nikolas Kühnert;Ingrid Mende;Suscipit officia facilis ut non et.;Überweisung;DE87487602504176840956;77,91;294617874693920593;855292937150045374;399729687506209223
1986-05-30;1999-08-12;Erfolgreich;Univ.Prof. Senol Rörricht;Rupert Mosemann-Heidrich;Laborum quidem officiis delectus eaque quas.;Überweisung;DE92198880673792427265;-606,45;610168304875375378;474374524974168834;863054111576241644
2012-08-18;1977-07-06;Abgelehnt;Elvira Putz;Chantal Ehlert;Ut eaque eos repellat eos.;Überweisung;DE53916211968222624393;825,01;520098594189450086;258499481522434426;889673973728044774
1996-06-15;1985-06-09;Erfolgreich;Univ.Prof. Ann-Kathrin Martin;Univ.Prof. Siegmar Ullrich MBA.;Maiores in optio labore omnis tempora libero ipsa.;Lastschrift;DE38353073805841251228;946,47;893492230147966165;168779005825050325;472789446186538127
1996-04-11;1993-11-20;Abgelehnt;Franco Hiller B.Sc.;Inka Schlosser-Mülichen;Magni quam incidunt fugiat minima ipsum.;Überweisung;DE75089062821187956681;-327,65;040716333508377534;326637926297962882;214461601998550469
1983-07-17;1997-05-13;Abgelehnt;Herr Hans-Werner Riehl;Cord Lehmann;Quia sit voluptates eum.;Lastschrift;DE59120477915623928586;-324,4;132359680714199934;959182230746986531;996774567782712531
2020-09-23;2016-05-14;Erfolgreich;Hildegart Wilms;Hans-Hermann Mosemann MBA.;Porro autem pariatur cum architecto hic rem.;Überweisung;DE75312768599696494647;298,65;375774763555274298;819089147025649954;843357960730211720
2003-09-01;1993-06-09;Abgelehnt;Chantal Naser;Orhan Killer-Zobel;Eos saepe velit ea eos error odio vitae.;Überweisung;DE65553349459208408214;846,49;588658056019874593;491433022716461940;920464970259993690
1994-08-26;2021-07-24;Abgelehnt;Baptist Rogge;Emmerich Mende;Optio porro fugit numquam qui ratione consequatur.;Lastschrift;DE90376273742496777424;-757,26;212564810848252680;614950962235094825;986728578276849364
2012-04-24;1999-10-25;Abgelehnt;Dr. Kai-Uwe Scholl B.Eng.;Nikolaus Ritter-Trommler;Ipsa eaque atque odit officiis similique tempora.;Überweisung;DE36239172000311813529;454,36;481761817167413714;481335265150376749;305889480835384229
2011-08-24;2007-06-08;Erfolgreich;Svenja Hornig-Austermühle;Hans-Dieter Schüler-Trubin;Dolor quibusdam voluptate impedit consequuntur quaerat assumenda.;Überweisung;DE67430442198395719311;953,86;529673215375345199;367074349203499839;257557708799548089
1991-10-28;2008-09-11;Erfolgreich;Dr. Wolfhard Mitschke B.A.;Anika Jockel;Laborum deserunt expedita at corporis.;Überweisung;DE97771230923370994728;132,04;983908461994681952;592024400658870976;451993190192868875
1998-10-06;1977-04-19;Abgelehnt;Giorgio Stey;Karin Weiß;Quaerat ducimus sed ipsa unde expedita eius.;Überweisung;DE45240429621203808561;-304,45;605559060941528768;750180884347270393;205235466607537099
2009-08-09;1974-11-28;Abgelehnt;Baldur Koch B.Sc.;Radmila Sorgatz B.Sc.;Deleniti deserunt fuga deserunt.;Lastschrift;DE37648137939952289492;692,17;076126728582493356;292032312838423612;646462548260020496
1970-01-17;1999-09-04;Erfolgreich;Otmar Schuster;Benedikt Geißler;Eaque officiis distinctio amet atque.;Lastschrift;DE73038483029349443797;680,51;727123283733296332;810635677289484982;830021023842200038
2019-04-17;2015-09-08;Abgelehnt;Herr Leonardo Seifert B.A.;Viktoria Fischer;Dolores sapiente illum magnam.;Überweisung;DE89006573029006901245;478,31;604171865165925331;166498216896442075;609112367707026649
1982-09-11;1977-07-05;Abgelehnt;Ing. Albrecht Ladeck;Univ.Prof. Dimitrios Wende;Officia commodi earum aliquam harum alias.;Überweisung;DE53181515890311067113;297,68;806159588332152444;504829684443193757;250797102599306732
2010-01-13;2018-10-07;Abgelehnt;Mirko Haase;Niklas Kabus B.A.;Magnam rem ab expedita commodi.;Lastschrift;DE55562702955298933645;75,3;798567777933612986;915671844088218570;947340664236142606
1970-04-08;1976-11-01;Abgelehnt;Ottfried Stadelmann;Herr Traugott Fischer B.Eng.;Ab vel aspernatur et ratione quos aliquam.;Lastschrift;DE92256376497110282096;465,99;901855437599296753;647007483507228566;866375308668504865
1976-11-23;2018-02-24;Erfolgreich;Gerhart Segebahn B.A.;Hüseyin Bolander;Aliquam quo similique minima autem aspernatur.;Überweisung;DE91124140352798785176;342,64;997397784225165823;970135186908955947;776267660865299380
1979-01-28;2007-06-01;Erfolgreich;Claudia Möchlichen;Willfried Trüb;Dolores similique occaecati laboriosam.;Lastschrift;DE66713353429620325702;-180,92;420287091966722504;223161959472526741;684114927355965070
2015-04-12;1999-08-09;Erfolgreich;Dipl.-Ing. Berit Neureuther B.A.;Miriam Müller;Adipisci aut id quidem fugiat aut illum.;Überweisung;DE29104180912675914682;53,46;862985964680958620;353823921823596028;018446894637813213
2000-09-22;1971-04-03;Erfolgreich;Hans-Karl Dussen van-Ritter;Hanna Bonbach B.A.;Fuga eius eaque reprehenderit neque voluptates eligendi.;Lastschrift;DE71101374740466064580;636,62;156105530643080660;214547661517492879;017872623646629161
2013-09-24;1976-06-12;Abgelehnt;Mato Bloch;Prof. Thaddäus Becker B.Eng.;Doloremque labore voluptatibus voluptas animi modi.;Lastschrift;DE46507487350708132905;116,33;157848918697987319;376578820429053824;977942936613450318
1991-07-27;1983-08-14;Erfolgreich;Friedo Schweitzer;Denis Stey;Occaecati earum maxime magnam.;Lastschrift;DE74906298154176429037;761,87;549790119274392102;503812158952079316;033172414480011610
2001-09-13;2009-07-05;Erfolgreich;Klaus-Ulrich Bolnbach-Schlosser;Annette Köster;Occaecati cumque non nulla quisquam consequuntur officia ea.;Überweisung;DE15108047074457434795;-33,97;491690385241763917;865010893105757398;992595952665928178
1977-08-28;2006-08-15;Erfolgreich;Apollonia Gutknecht;Bozena Gotthard;Amet blanditiis deleniti assumenda.;Überweisung;DE40696139173343780424;-814,79;131203316275416843;625920697759445421;327805413319496487
2020-08-02;2013-08-27;Erfolgreich;Dr. Lorenz Beyer;Annerose Mosemann;Sapiente perferendis beatae consequatur dolorem dolor.;Überweisung;DE34570550305333687035;-794,24;956091910762117422;201081881530123552;203173219903358918
2010-05-31;1994-01-13;Abgelehnt;Kathi Keudel;Traudel Hauffer;Ut libero numquam dolores perspiciatis asperiores.;Überweisung;DE62264942389864379977;-896,24;552461774384603136;642305372406693178;257623945627216730
2006-12-30;1992-03-15;Erfolgreich;Dominic Butte;Rolf-Peter Gotthard B.A.;Quas incidunt cum autem dolor culpa.;Überweisung;DE60766869812907626442;445,31;097212570983731470;356361933135181264;717463650679671944
2003-06-21;2022-03-06;Erfolgreich;Frau Sinaida Karz;Dorothe Werner;Quos accusamus fugiat corporis.;Überweisung;DE49145130217008460946;-187,5;488470861926118354;805428035449525837;035944800285534865
2020-03-16;1973-10-27;Abgelehnt;Univ.Prof. Tom Wulff B.Eng.;Otmar Etzler-Mosemann;Quisquam dolore expedita tempora dignissimos corporis.;Überweisung;DE69322392524253808722;32,99;254198117491582064;629325405570864819;026121069663719935
1988-06-14;2012-06-13;Erfolgreich;Prof. Enno Heuser MBA.;Prof. Ewa Schacht B.Eng.;Aut id rem tempora impedit.;Überweisung;DE95529935965466071656;440,31;408082734276907150;292684452139593356;793475854990504348
1987-08-18;1976-10-29;Abgelehnt;Augusta Butte B.Sc.;Roselinde Kraushaar;Explicabo iste laboriosam occaecati.;Überweisung;DE88933306410672114947;574,56;426123488988153646;979704785521499062;636005978627386060
2001-03-14;2018-08-03;Erfolgreich;Valentin Junck;Dr. Mirko Eckbauer B.A.;Deserunt saepe odio praesentium ratione.;Lastschrift;DE24961647829453359504;-77,08;838768129919371648;540215500046286124;867105083258617568
1983-03-08;1981-12-26;Erfolgreich;Marek Schmidt-Gieß;Prof. Michaela Trubin B.Eng.;Necessitatibus deserunt iste sapiente et.;Lastschrift;DE74634022902831999877;529,66;346723144626371522;142971197302344747;870896903097449827
1985-05-06;1977-04-13;Abgelehnt;Mijo Meister B.Eng.;Dusan Koch II;Laborum id voluptatum quos.;Lastschrift;DE75037132422534579575;785,98;591716619325149800;431462183548723430;662233425454866053
2017-02-02;2004-02-29;Erfolgreich;Bekir Ackermann;Hans-Uwe Langern;Tempora non corporis totam cupiditate repellat unde.;Überweisung;DE73175499807159103461;508,76;384721887710564296;169041388096234888;106178013108272789
2015-03-14;1980-12-21;Erfolgreich;Karl-Heinrich Pieper;Magarete Römer;Libero saepe animi quod ab sit.;Überweisung;DE25372860946447802399;-332,12;804429237413787837;952133840791281383;130161384202497180
1987-10-31;2018-08-25;Abgelehnt;Dr. Hassan Bruder;Barbara Boucsein B.Eng.;Ducimus enim quidem eligendi.;Überweisung;DE82278381067363711745;408,26;936713130757833156;472537470090181044;947091841586484163
1978-05-07;2017-08-10;Erfolgreich;Hans-Christian Wernecke MBA.;Jozef Hörle;Praesentium dignissimos quibusdam iure.;Lastschrift;DE22054382899061451491;-933,77;025500099128602247;324087066177711797;653848575568404006
1995-01-09;1978-04-02;Abgelehnt;Hans-Werner Adler-Ortmann;Kilian Seidel;Saepe quam exercitationem distinctio totam molestiae.;Lastschrift;DE24343398397159596311;-343,43;961420179713215213;607195229903123435;793044035307009606
1991-04-11;1973-12-03;Erfolgreich;Irmengard Seidel;Birte Etzold;Quibusdam aliquam temporibus dolorem iusto.;Lastschrift;DE95401368853290278062;0,07;860749176616819717;327381669142647075;291676677822933348
1983-09-02;1994-06-16;Erfolgreich;Madlen Warmer B.Eng.;Samuel Hermighausen;Aliquid natus cupiditate animi eius soluta neque.;Überweisung;DE72344303329937983232;502,01;966210747384550042;526762717428774378;368895594875964864
2022-05-16;1996-07-07;Abgelehnt;Herr Anastasios Siering B.A.;Hildegund Scholtz;Expedita velit facere.;Überweisung;DE35472421504453585633;-881,15;787605728058937257;542579809298799492;641234367718602699
2020-01-25;2008-08-24;Abgelehnt;Frau Aneta Dietz;Prof. Meryem Haering B.A.;Minus consequuntur quas saepe quia.;Lastschrift;DE40177841733074434377;583,62;323998868423974911;688721238080164842;460439763592290752
1971-08-14;2010-06-25;Erfolgreich;Hellmuth Karge;Vittorio Dussen van;Illum vitae suscipit eligendi esse veniam eius.;Lastschrift;DE10150548995142629479;672,13;591162112105444350;892910104528692833;164973244979595460
1970-09-01;1982-07-24;Erfolgreich;Frau Giovanna Bender B.Sc.;Herta Hermann;Aliquid reiciendis sunt totam reprehenderit.;Überweisung;DE30644623725479420569;-9,51;527203279873844956;554843184940156276;764496094108610913
1999-02-10;1992-11-20;Abgelehnt;Hellmut Seip-Stolze;Ercan Jäkel;Fugiat vel voluptates.;Überweisung;DE28419556769519149622;-937,81;236280208296203401;612738942160260022;758231071376722940
1977-09-22;1996-11-29;Abgelehnt;Oda Hofmann;Karl-Jürgen Holt MBA.;Voluptas inventore quos sed dolor atque.;Überweisung;DE86002714440389922106;350,16;830684697764864513;433680521191648231;081046921537980018
1985-08-03;1978-03-07;Abgelehnt;Heidelinde Hermighausen B.A.;Nikolaj Beckmann;Quos minima temporibus veritatis sit animi natus.;Lastschrift;DE77235388432652052619;-273,79;816923471372461086;755147229008654400;183748915572463292
2023-12-04;2016-01-07;Erfolgreich;Guntram Geisel B.Eng.;Emmerich Wesack;Repudiandae quidem ea.;Überweisung;DE78074865633751715771;413,45;662318970273092260;679418522121524622;073258559919658033
1985-06-06;2018-07-13;Erfolgreich;Margit Knappe;Kevin Jäntsch;Nemo consequatur beatae.;Überweisung;DE07476941017898546652;131,68;845283726017483040;032172308434766277;438463335738377206
1983-02-04;2011-08-18;Erfolgreich;Ada Stahr-Sager;Henny Stoll;Quos sunt voluptatibus et ratione.;Lastschrift;DE84388816245150992295;687,69;131152608205334050;952965449084080995;194359966971818379
2009-01-22;1986-04-23;Abgelehnt;Christina Nohlmans-Weiß;Dipl.-Ing. Waltraut Radisch;Ab asperiores asperiores aperiam laboriosam cumque.;Überweisung;DE20237158088035498191;-540,5;060529020054686786;726084315366308819;972222948837521739
2007-12-25;1991-06-13;Erfolgreich;Josip Bruder;Birgitta Hettner;Incidunt possimus facere unde.;Lastschrift;DE84476860912923929200;-631,02;666451410516336687;828866117097827255;364846268032728029
2019-12-14;1981-02-03;Erfolgreich;Gönül Bolander;Undine Misicher;Laborum qui numquam eum amet qui.;Überweisung;DE79706523517173498050;-864,97;569869558051433214;852695674785848339;739624084980734687
2020-08-22;1975-03-13;Erfolgreich;Reinhart Rörricht B.Eng.;Sibille Zahn B.Sc.;Rem cum porro exercitationem.;Überweisung;DE65380412025981669313;-849,41;854136094745078599;734377214208994036;887523781654866490
1971-10-16;2014-07-20;Abgelehnt;Gino Dussen van;Liselotte Wagenknecht;Omnis voluptatum similique voluptatum deserunt veritatis.;Lastschrift;DE22823104053826859002;616,41;201015964495312722;544458810964056323;908340755565390303
1983-05-10;1972-04-27;Erfolgreich;Isa Hartung;Kathleen Scheibe;Sequi ducimus sed modi impedit.;Überweisung;DE52147601118728846426;-151,26;175453987476968825;128775999964644180;112541360320731997
1991-10-19;1982-08-25;Abgelehnt;Irma Schomber;Karina Rörricht;Fugiat adipisci maiores repudiandae tempora.;Überweisung;DE21706702051887401544;753,15;926368332226595952;208365919229533784;274497454499310315
1985-01-21;2020-10-17;Abgelehnt;Konrad Caspar-Hörle;Christine Hettner;Excepturi blanditiis expedita.;Lastschrift;DE83068964426736300956;-916,08;905242676879131518;326003164369260330;988819353764373384
2008-02-25;1980-02-29;Erfolgreich;Eduard Dobes;Rosalinde Schmidtke;Quaerat sint fugit debitis assumenda recusandae nam.;Überweisung;DE90912713608809471523;153,83;204862306343907204;292503329594568615;405759159633122223
1986-02-05;2022-12-27;Abgelehnt;Björn Süßebier;Hildegart Matthäi;Nihil accusantium consectetur placeat enim dignissimos.;Überweisung;DE86416325339105656608;2,53;480675244895345179;019550403200351031;200656580607862541
1992-09-17;2003-09-25;Erfolgreich;Aleksandra Holt;Florentine Knappe B.Eng.;Recusandae quia et dolor quibusdam deserunt.;Überweisung;DE79622642167635807452;654,72;292368451924104706;420690547950412300;112951718807747210
2003-04-12;1986-08-17;Erfolgreich;Ing. Denis Pölitz B.A.;Jadwiga Lindner;Numquam consectetur porro asperiores quo.;Lastschrift;DE82102146543788781647;-293,1;583791048686459875;477732973013532475;947357685219069544
2016-10-28;1997-05-06;Erfolgreich;Roswita Steinberg;Mandy Oestrovsky MBA.;Aliquam sunt quis harum possimus officia nulla vero.;Lastschrift;DE71907229110074026048;-919,96;313764528014884016;844909951626166631;601530599848774361
1978-01-06;1980-09-29;Abgelehnt;Mariana van der Dussen;Sibylla Seidel;Minus deleniti illum magni sit rem.;Lastschrift;DE53063694682011045665;-787,09;974534566081480532;121181519342338086;642509925038690649
1991-07-01;2011-04-02;Abgelehnt;Francesca Lachmann;Gregor Otto;Neque eius fuga magni.;Lastschrift;DE63962581240234526706;331,69;841994886205284268;419805119318992998;948811791898078429
1990-11-14;1999-12-02;Erfolgreich;Luciano Heinz B.Sc.;Hugo Wende;Magnam repudiandae harum repudiandae ex officiis expedita.;Überweisung;DE28556221142584342342;949,49;943787732656490481;198971531100163225;152536300075007241
2004-01-22;1976-11-15;Erfolgreich;Prof. Hans-Hinrich Röhrdanz;Viktor Barkholz;Facere quae doloremque tenetur.;Überweisung;DE59667800104636247296;70,72;620157232886504140;959381664574233498;913438884641356455
1986-06-02;2011-04-06;Erfolgreich;Krista Franke;Dorothee Adolph MBA.;Recusandae laudantium ex earum magnam similique soluta amet.;Überweisung;DE09313943341385106315;367,97;332107607980987207;375948073329623287;661960425567630602
2014-11-21;2020-02-25;Abgelehnt;Harold Ortmann;Tilo Roskoth;Exercitationem nam quas alias sunt nostrum voluptatem.;Überweisung;DE63767580488779401513;-53,22;658662478344402078;633538620912926343;636181072266191314
1977-09-08;1978-03-27;Erfolgreich;Theodor Jessel;Willibert Rädel;Accusamus quaerat aut impedit necessitatibus dolorem pariatur illum.;Überweisung;DE84550061450145751498;-907,44;230098768270289648;111190447004615794;711707833997446966
1971-08-06;1998-08-31;Erfolgreich;Julius Kruschwitz;Hans Drub;Asperiores quisquam quaerat rerum deserunt adipisci labore.;Überweisung;DE87069338413276428906;-815,0;078213197803965375;579747243462735784;809440433498690448
1998-11-30;1989-03-07;Abgelehnt;Stefani Lange;Mercedes Haase B.Eng.;Iste eos magnam velit.;Überweisung;DE65362176350142090671;557,72;310662121309624117;654647950988589010;587325036302729721
2003-11-24;1971-11-17;Erfolgreich;Ivana Hande;Fredi Gerlach MBA.;Dolor magni adipisci vero temporibus.;Überweisung;DE32328204174289637871;948,21;093075154929276778;427148540234440419;440413251239478457
1993-12-18;1993-08-24;Erfolgreich;Hans Tröst-Knappe;Sibylle Ziegert;Sunt architecto repellat officia facilis.;Überweisung;DE29277923715031308147;-291,65;780243876268312814;520790068917416499;082507688803193556
1997-10-08;2006-04-30;Abgelehnt;Mira Hesse;Ole Schulz;Tempora quibusdam molestiae reprehenderit harum assumenda sint soluta.;Lastschrift;DE71003297238123856642;-798,67;438294360526173912;431947928716325151;470529422582203605
1988-01-02;1977-01-30;Erfolgreich;Herr Harm Beckmann B.A.;Dipl.-Ing. Stefano Hermann;Veritatis laborum vel enim maxime voluptatum.;Lastschrift;DE61684226124054145408;247,88;270849849131066516;220208053545401364;346865391071682683
1997-10-30;1979-12-29;Abgelehnt;Dipl.-Ing. Zbigniew Hentschel MBA.;Univ.Prof. Ekaterina Tschentscher;Et reprehenderit eum quia ipsa.;Überweisung;DE94455279945865452149;689,16;222359944757049046;856874072931776445;355068591537178229
1972-04-11;1971-03-16;Abgelehnt;Prof. Marlis Fischer;Heinz Becker B.Eng.;Commodi perspiciatis fugit quo dignissimos voluptatibus nam.;Lastschrift;DE85698658069690002975;584,75;580566077489968914;358579274413229193;791641977352548573
1989-02-19;1982-12-13;Abgelehnt;Karolin Roskoth;Ernst-August Gumprich;Temporibus nobis ipsa nobis consequatur.;Überweisung;DE52984053723261947898;-780,59;030120823893435192;020132710647378219;364658232701822432
2018-02-14;2016-11-14;Erfolgreich;Frau Jasmina Tlustek MBA.;Ljiljana Bohlander-Börner;Repellendus illum dolore voluptate.;Überweisung;DE36501507967583719838;20,99;911159146948201581;064899691707649097;678748002504893830
1982-06-30;1999-08-26;Erfolgreich;Prof. Andrei Heydrich B.Eng.;Patric Möchlichen B.Eng.;Sapiente perferendis quod.;Lastschrift;DE76841160546160033468;-247,26;278029472283741924;373248134909686972;710317040951539223
1995-09-28;1970-04-21;Abgelehnt;Herr Birger Henschel MBA.;Roland Röhrdanz;Repellendus debitis vel quasi id quam ullam nesciunt.;Lastschrift;DE19783002278695634184;910,15;675356457426158285;497753120913690849;439215461943719254
1979-10-23;2023-12-19;Erfolgreich;René Lorch;Jeannette Hermighausen;Reprehenderit a facere recusandae.;Lastschrift;DE74834675916609452264;-214,36;668201023956212688;652772908585136424;572724755986343763
2015-02-07;1992-09-21;Erfolgreich;Gottfried Tschentscher;Dr. Lene Ortmann MBA.;Placeat beatae ex soluta nulla optio quam.;Lastschrift;DE70034864912925597560;-175,98;297986395964183460;174161488471084001;769345742396007161
2015-08-26;1971-06-24;Erfolgreich;Irmela Hering;Dr. Marta Mälzer B.Eng.;Ipsum aliquam in amet dolorem soluta rem.;Lastschrift;DE78513107382643533615;-413,66;638125288644279681;576786166311806469;973138569258773845
2002-04-09;1970-12-10;Erfolgreich;Rita Kuhl-Plath;Oscar Heß;Tempore corrupti aperiam earum aliquid sapiente.;Überweisung;DE22008718335355924754;939,12;274484225716426619;902523562096394890;685540312952633832
2021-01-14;2006-06-23;Abgelehnt;Ing. Myriam Heser B.A.;Marie-Theres Spieß;Aliquid nisi pariatur veniam.;Lastschrift;DE04079766987428155137;534,73;987260776702123457;441686201600019069;839489663916407156
2022-04-01;1988-05-18;Erfolgreich;Wilhelmine Grein Groth;Serge Wulff;Sed vitae deleniti iure consectetur natus.;Lastschrift;DE36947726037606117641;958,75;183271455055668920;534063857385792771;816947014166138591
1986-12-08;1973-04-10;Erfolgreich;Prof. Anneli Förster;Univ.Prof. Reinhardt Kramer;Quaerat facilis impedit aliquid.;Überweisung;DE14218822150912359754;795,68;514679294413374910;926970600917866333;194598120821604571
1973-05-30;1977-08-16;Abgelehnt;Gottlob Zorbach;Almut Schüler;Et harum autem distinctio ut dolore.;Überweisung;DE66010624444448591488;733,18;102818438903072974;051211960967700932;802836177892236136
2014-10-25;1970-01-01;Erfolgreich;Beate Schomber;Adolf Holsten B.A.;Ipsum unde deserunt deleniti in rerum.;Überweisung;DE38544242924880663062;-28,12;381587437078103031;166947538734852312;501627343323689378
2006-10-18;1989-07-21;Abgelehnt;Miroslawa Davids-Krause;Univ.Prof. Günter Adler;Unde saepe numquam recusandae incidunt dicta.;Überweisung;DE97083328145190688738;656,37;128418155354385080;178873177266384473;376008621537635030
1985-10-27;1995-08-24;Abgelehnt;Liesbeth Kraushaar;Roman Geißler;Quod sequi dolore eaque nulla magni quod quis.;Überweisung;DE40344686124764600812;30,58;048446063524659928;884493602794596212;272536688964685402
2009-12-07;1999-12-28;Abgelehnt;Magdalene Döhn;Insa Beckmann;Unde dolorum nemo quas reiciendis doloremque.;Lastschrift;DE05629267383673860462;54,5;067202738954260945;324541738685799903;532841053536854900
2019-10-13;1982-06-03;Abgelehnt;Liliana Kambs B.Sc.;Fabienne Karge-Schulz;Neque amet tempora maiores repudiandae vitae.;Lastschrift;DE46386138977645273050;-598,84;006371685273069882;432509097827269123;739937125413149174
2021-02-18;1990-06-17;Abgelehnt;Dipl.-Ing. Dieter Vollbrecht;Andrew Reuter;Facilis corporis repellat ratione aspernatur deserunt.;Überweisung;DE93318785711514109801;-601,17;889822028456460704;574379692301902911;659004331093717889
1975-01-22;1980-06-01;Abgelehnt;Hellmuth Drub B.Eng.;Lili Thanel-Holsten;Sed occaecati cum tempora sapiente pariatur dicta.;Lastschrift;DE40814280264232466103;855,4;225297411114583325;901152610668468389;220597304722104031
1997-04-30;1998-11-17;Erfolgreich;George Henck MBA.;Margot Kreusel-Eigenwillig;Numquam debitis odit dolorem at minima.;Lastschrift;DE56514219054339100071;-989,38;630550289521469900;094980516812259820;939145627053679071
2011-04-26;2021-11-23;Erfolgreich;Frau Ehrentraud Geisler B.Eng.;Anneliese Kostolzin;Iste esse nostrum sit minus.;Überweisung;DE45668732445608053825;-307,9;311872503649168424;112630108990923638;630267095359699044
1986-01-31;1988-09-06;Erfolgreich;Ignaz Kaul;Vito Keudel;In consectetur minus officiis fugit accusantium.;Lastschrift;DE92963839086177438825;909,14;326626145824612301;061917301789670083;288992586702887279
1991-01-07;2011-09-26;Abgelehnt;Harm Wohlgemut;Antonios Preiß;Vitae ullam tempora iste distinctio esse nihil.;Überweisung;DE81537328207935350911;869,82;383927347255096876;860224518675868646;282338404794923857
2001-08-17;1978-03-09;Abgelehnt;Dr. Jonathan Wende;Ralf Siering;Doloremque fuga dolore maxime.;Lastschrift;DE55394045770477711963;974,65;263992685456108496;979978931893314896;233113386620375293
1978-10-27;1992-07-11;Abgelehnt;Ing. Erhard Trub;Frau Frederike Hiller B.Sc.;Tempora praesentium nulla quis alias dicta.;Lastschrift;DE30359114540136879661;713,95;521824839340111436;388943939550801673;074385990743371421
1971-12-13;1984-06-29;Abgelehnt;Dipl.-Ing. Tamara Niemeier;Prof. Regine Thies;Perspiciatis reiciendis occaecati cupiditate.;Lastschrift;DE96196028244663287550;784,84;554685327519959645;913103643288771474;377938462245775488
1976-12-01;1981-08-25;Abgelehnt;Lotti Stoll;Rico Gutknecht B.Sc.;Fugiat dolor commodi maiores asperiores laborum.;Lastschrift;DE75006945373061989511;-146,53;580223283641611521;751012312704039793;064616699149442818
1970-02-13;1987-02-05;Erfolgreich;Marlis Hörle;Beata Kraushaar B.Sc.;Temporibus accusamus nulla.;Überweisung;DE98135814167328229836;394,76;948730529793760626;076044299011298695;687310692067787054
1991-10-03;2015-10-09;Abgelehnt;Nermin Kreusel;Edelbert Paffrath-Pohl;Sunt quis a.;Lastschrift;DE56745045810305129074;-969,5;942632491213033379;150345759563395352;319853819073720349
2006-11-09;1980-08-25;Erfolgreich;Julia Kreusel-Kreusel;Clarissa Lübs-Schinke;A eaque commodi quis.;Lastschrift;DE32314309225255737874;876,26;448080578147528564;037684667905456223;155902871512654093
2009-06-07;1993-11-10;Abgelehnt;Marietta Rogge;Hans-Peter Käster;Maiores maxime minima minima vitae provident.;Lastschrift;DE05776229130833568059;26,92;069364589430236844;768441647061133558;477676276645010044
1994-04-07;2001-01-26;Abgelehnt;Paulo Rogner;Karl-Werner Buchholz;Veniam impedit saepe a atque porro.;Überweisung;DE20102969816426146525;151,36;739699557599717174;027979717248684343;501949339781456761
2002-12-12;1985-08-16;Erfolgreich;Kreszenz Sauer B.Eng.;Heino Käster;Aliquid hic aperiam consequuntur suscipit eligendi ea.;Überweisung;DE41033995707380156974;782,52;996793728431949493;324660496123278819;829002068184908594
2003-01-31;1995-09-30;Erfolgreich;Ing. Juliana Käster B.Eng.;Hedwig Dobes;Labore numquam accusamus dolore.;Lastschrift;DE24575903710023103668;-232,12;255092075165410347;500667845951146022;954798502791841258
